date,expiration,strike,call_put,opt_close_price,udl_close_price
2024-03-25,2024-05-17,3050,Call,480.7999877929688,3529.4479108635096
2024-03-25,2024-05-17,2900,Call,630.5,3529.4479108635096
2024-03-25,2024-05-17,3900,Call,0.9672727292234248,3529.4479108635096
2024-03-25,2024-05-17,2850,Call,680.6000061035156,3529.4479108635096
2024-03-25,2024-05-17,3850,Call,1.3764705728082096,3529.4479108635096
2024-03-25,2024-05-17,3600,Put,100.0999984741211,3529.4479108635096
2024-03-25,2024-05-17,2850,Put,0.4400000095367432,3529.4479108635096
2024-03-25,2024-05-17,3150,Put,1.888888862397936,3529.4479108635096
2024-03-25,2024-05-17,3800,Put,268.1999969482422,3529.4479108635096
2024-03-25,2024-05-17,3450,Put,27.771427971976145,3529.4479108635096
2024-03-25,2024-05-17,3750,Put,222.3000030517578,3529.4479108635096
2024-03-25,2024-05-17,3450,Call,109.33333079020184,3529.4479108635096
2024-03-25,2024-05-17,3400,Put,17.036363775079902,3529.4479108635096
2024-03-25,2024-05-17,3850,Put,320.6000061035156,3529.4479108635096
2024-03-25,2024-05-17,3750,Call,4.548717902256892,3529.4479108635096
2024-03-25,2024-05-17,3050,Put,0.7764706015586853,3529.4479108635096
2024-03-25,2024-05-17,3700,Call,8.900000095367432,3529.4479108635096
2024-03-25,2024-05-17,4000,Call,0.5818182040344585,3529.4479108635096
2024-03-25,2024-05-17,3000,Call,530.8999938964844,3529.4479108635096
2024-03-25,2024-05-17,2900,Put,0.5000000186264515,3529.4479108635096
2024-03-25,2024-05-17,3700,Put,177.0999984741211,3529.4479108635096
2024-03-25,2024-05-17,3500,Call,76.55000114440918,3529.4479108635096
2024-03-25,2024-05-17,3250,Call,284.70001220703125,3529.4479108635096
2024-03-25,2024-05-17,3350,Call,191.6000061035156,3529.4479108635096
2024-03-25,2024-05-17,4000,Put,469.1000061035156,3529.4479108635096
2024-03-25,2024-05-17,3100,Call,432.6000061035156,3529.4479108635096
2024-03-25,2024-05-17,3000,Put,0.5400000080466271,3529.4479108635096
2024-03-25,2024-05-17,3200,Call,335.59999084472656,3529.4479108635096
2024-03-25,2024-05-17,3650,Put,133.79999796549478,3529.4479108635096
2024-03-25,2024-05-17,3800,Call,2.546666622161865,3529.4479108635096
2024-03-25,2024-05-17,3300,Call,239.03636030717328,3529.4479108635096
2024-03-25,2024-05-17,3550,Put,69.86666361490886,3529.4479108635096
2024-03-25,2024-05-17,3650,Call,17.299999713897705,3529.4479108635096
2024-03-25,2024-05-17,3600,Call,30.7777771419949,3529.4479108635096
2024-03-25,2024-05-17,3350,Put,9.62000036239624,3529.4479108635096
2024-03-25,2024-05-17,3950,Put,418.6000061035156,3529.4479108635096
2024-03-25,2024-05-17,2950,Put,0.4600000113248825,3529.4479108635096
2024-03-25,2024-05-17,3100,Put,1.0250000059604645,3529.4479108635096
2024-03-25,2024-05-17,3950,Call,0.5666666875282923,3529.4479108635096
2024-03-25,2024-05-17,3550,Call,50.17142922537668,3529.4479108635096
2024-03-25,2024-05-17,3300,Put,5.828571592058454,3529.4479108635096
2024-03-25,2024-05-17,3900,Put,369.3000030517578,3529.4479108635096
2024-03-25,2024-05-17,3400,Call,148.4000015258789,3529.4479108635096
2024-03-25,2024-05-17,3250,Put,3.545454502105713,3529.4479108635096
2024-03-25,2024-05-17,3500,Put,44.622220781114365,3529.4479108635096
2024-03-25,2024-05-17,3200,Put,2.849999964237213,3529.4479108635096
2024-03-25,2024-05-17,2950,Call,580.7000122070312,3529.4479108635096
2024-03-25,2024-05-17,3150,Call,382.6999969482422,3529.4479108635096
2024-03-26,2024-05-17,3050,Call,495.3999938964844,3544.244285714285
2024-03-26,2024-05-17,2900,Call,645.5,3544.244285714285
2024-03-26,2024-05-17,3900,Call,0.9558823555707932,3544.244285714285
2024-03-26,2024-05-17,2850,Call,695.5,3544.244285714285
2024-03-26,2024-05-17,3850,Call,1.3391304327094036,3544.244285714285
2024-03-26,2024-05-17,3600,Put,86.85714503696987,3544.244285714285
2024-03-26,2024-05-17,2850,Put,0.3214285762182304,3544.244285714285
2024-03-26,2024-05-17,3150,Put,1.3666666547457378,3544.244285714285
2024-03-26,2024-05-17,3800,Put,256.09999084472656,3544.244285714285
2024-03-26,2024-05-17,3450,Put,20.550000349680584,3544.244285714285
2024-03-26,2024-05-17,3750,Put,208.9000015258789,3544.244285714285
2024-03-26,2024-05-17,3450,Call,116.6000010172526,3544.244285714285
2024-03-26,2024-05-17,3400,Put,12.099999904632568,3544.244285714285
2024-03-26,2024-05-17,3850,Put,304.1000061035156,3544.244285714285
2024-03-26,2024-05-17,3750,Call,4.861538593585674,3544.244285714285
2024-03-26,2024-05-17,3050,Put,0.7142857313156128,3544.244285714285
2024-03-26,2024-05-17,3700,Call,9.71666693687439,3544.244285714285
2024-03-26,2024-05-17,4000,Call,0.5680000209808349,3544.244285714285
2024-03-26,2024-05-17,3000,Call,545.7999877929688,3544.244285714285
2024-03-26,2024-05-17,2900,Put,0.370370375889319,3544.244285714285
2024-03-26,2024-05-17,3700,Put,162.4000015258789,3544.244285714285
2024-03-26,2024-05-17,3500,Call,81.0909090909091,3544.244285714285
2024-03-26,2024-05-17,3250,Call,298.29998779296875,3544.244285714285
2024-03-26,2024-05-17,3350,Call,202.29999542236328,3544.244285714285
2024-03-26,2024-05-17,4000,Put,453.3999938964844,3544.244285714285
2024-03-26,2024-05-17,3100,Call,445.40000915527344,3544.244285714285
2024-03-26,2024-05-17,3000,Put,0.5333333512147268,3544.244285714285
2024-03-26,2024-05-17,3200,Call,348.5333251953125,3544.244285714285
2024-03-26,2024-05-17,3650,Put,120.5,3544.244285714285
2024-03-26,2024-05-17,3800,Call,2.549999952316284,3544.244285714285
2024-03-26,2024-05-17,3300,Call,249.73333231608072,3544.244285714285
2024-03-26,2024-05-17,3550,Put,58.04444461398654,3544.244285714285
2024-03-26,2024-05-17,3650,Call,18.27999973297119,3544.244285714285
2024-03-26,2024-05-17,3600,Call,32.763635808771305,3544.244285714285
2024-03-26,2024-05-17,3350,Put,6.630769179417537,3544.244285714285
2024-03-26,2024-05-17,3950,Put,403.3000030517578,3544.244285714285
2024-03-26,2024-05-17,2950,Put,0.446153856240786,3544.244285714285
2024-03-26,2024-05-17,3100,Put,0.9629629651705424,3544.244285714285
2024-03-26,2024-05-17,3950,Call,0.4666666785875956,3544.244285714285
2024-03-26,2024-05-17,3550,Call,54.12500047683716,3544.244285714285
2024-03-26,2024-05-17,3300,Put,3.9199999809265136,3544.244285714285
2024-03-26,2024-05-17,3900,Put,353.8000030517578,3544.244285714285
2024-03-26,2024-05-17,3400,Call,159.0,3544.244285714285
2024-03-26,2024-05-17,3250,Put,2.433333396911621,3544.244285714285
2024-03-26,2024-05-17,3500,Put,36.333334604899086,3544.244285714285
2024-03-26,2024-05-17,3200,Put,2.150000035762787,3544.244285714285
2024-03-26,2024-05-17,2950,Call,595.8000183105469,3544.244285714285
2024-03-26,2024-05-17,3150,Call,396.5,3544.244285714285
2024-03-27,2024-05-17,3050,Call,458.09999084472656,3506.6214508580347
2024-03-27,2024-05-17,2900,Call,610.9499969482422,3506.6214508580347
2024-03-27,2024-05-17,3900,Call,0.9783783796671276,3506.6214508580347
2024-03-27,2024-05-17,2850,Call,660.7999877929688,3506.6214508580347
2024-03-27,2024-05-17,3850,Call,1.1968254437522283,3506.6214508580347
2024-03-27,2024-05-17,3600,Put,116.5999984741211,3506.6214508580347
2024-03-27,2024-05-17,2850,Put,0.4222222301695082,3506.6214508580347
2024-03-27,2024-05-17,3150,Put,1.9749999940395355,3506.6214508580347
2024-03-27,2024-05-17,3800,Put,295.44998931884766,3506.6214508580347
2024-03-27,2024-05-17,3450,Put,32.76666577657064,3506.6214508580347
2024-03-27,2024-05-17,3750,Put,245.4000015258789,3506.6214508580347
2024-03-27,2024-05-17,3450,Call,91.46666802300348,3506.6214508580347
2024-03-27,2024-05-17,3400,Put,18.676923018235428,3506.6214508580347
2024-03-27,2024-05-17,3850,Put,345.160009765625,3506.6214508580347
2024-03-27,2024-05-17,3750,Call,3.7085713590894422,3506.6214508580347
2024-03-27,2024-05-17,3050,Put,0.7800000131130218,3506.6214508580347
2024-03-27,2024-05-17,3700,Call,6.607843053107168,3506.6214508580347
2024-03-27,2024-05-17,4000,Call,0.4600000113248825,3506.6214508580347
2024-03-27,2024-05-17,3000,Call,507.26666259765625,3506.6214508580347
2024-03-27,2024-05-17,2900,Put,0.4285714370863778,3506.6214508580347
2024-03-27,2024-05-17,3700,Put,199.0,3506.6214508580347
2024-03-27,2024-05-17,3500,Call,60.53333282470703,3506.6214508580347
2024-03-27,2024-05-17,3250,Call,262.0,3506.6214508580347
2024-03-27,2024-05-17,3350,Call,169.0999984741211,3506.6214508580347
